E,N,Z
24.3,20.7,4.02
25.3,15.3,-9.05
23.2,8.6,-20.3
24.2,1.88,-27.2
28.3,-4.45,-29.5
29.5,-11,-30.3
29,-16.6,-27.6
22.7,-20.6,-21.2
12.9,-23.8,-14.8
8.03,-26.3,-9.1
10.9,-26.9,-3.57
17.2,-25.8,2.29
19.8,-24.7,7.78
16.7,-23.7,10.7
9.91,-22.2,12
4.84,-20.3,11.9
11.6,-17.8,11.8
24.1,-15.3,13.3
26.3,-15.7,12.9
21.7,-18.7,11.7
19.2,-20.2,10.7
20.8,-16.8,6.07
25.4,-6.17,-2.2
28.8,7.67,-9.7
26.2,15.2,-11.7
18.3,12.5,-8.44
16.7,5,-1.78
23.2,-2.17,4.61
25.8,-8.14,5.52
22.8,-14.8,2.29
20.9,-21.6,-1.7
20.2,-22.4,-7.14
24.4,-20.7,-12.6
31,-22,-13.1
26.7,-25.7,-13.7
26.3,-31,-18
35,-33.4,-16.5
28.4,-36.4,-11.2
12.4,-43.2,-7.63
3.61,-47.3,-2.89
0.706,-48,3.61
-2.64,-47,7.74
-14.6,-45.4,7.93
-26.1,-40.6,7.41
-19.7,-29.5,6.09
-5.86,-16.4,8.07
-8.69,-7.8,13.8
-17.2,-6.61,17.5
-8.88,-6.82,21.2
6.37,-4.67,23.7
11.8,-1.67,22.7
6.64,1.63,19.7
-8.14,1.58,14.3
-30.5,-1.14,8.3
-36.8,-5.16,6.44
-13.1,-14.5,10.9
9.93,-26.3,16.2
1.67,-30.7,19.2
-19.1,-27.8,22.5
-14.4,-28.1,25.7
0.902,-29,28
-5.16,-23.3,29.7
-12.1,-19.6,31.7
-1.96,-21.4,33.9
8.23,-25.4,32.9
5.98,-28.4,28.2
-8.09,-27.3,21.5
-24,-25.9,15.4
-26.1,-25.6,14.4
-11.4,-25.1,18.3
1.03,-25.3,20.9
-2.95,-26.4,20.6
-19.8,-28.4,18.9
-29.7,-30.3,16
-27,-31,11.6
-29.6,-28.1,5.34
-31,-23.4,-0.578
-27.1,-18.7,-4.16
-23.9,-11.5,-6.59
-12.5,-2.94,-4.33
-0.661,6.34,2.61
2.29,15.5,8.98
-2.92,23.1,13.3
-5.74,29.8,15.8
6.7,34.6,16.6
20.1,38,14.8
14.1,44.6,11.7
-10.7,56.1,9.67
-24.8,61.1,7.44
-10.1,45.3,4.03
1.56,16.1,0.123
-0.971,-7.66,-0.512
8.72,-21.2,6.25
20.5,-32.1,14.9
12.3,-40.8,20.3
-4.75,-39.8,26.7
-13,-34.6,34.1
-11.9,-30.6,40
-13.3,-25.9,43.4
-25,-23.2,43
-33,-21.3,41.1
-27.7,-22.9,36.6
-23.9,-27.9,29
-21.6,-32.1,22.4
-15.9,-37.8,17.6
-8.5,-43.5,14.8
-4.15,-46.8,14.2
-5.36,-45.5,15.9
1.13,-41.7,19.9
13,-38.4,21.5
10.4,-34.6,19.2
-9.16,-28.5,14.2
-9.8,-19.7,6.21
17.2,-10.9,-3.29
24.4,-0.847,-12.8
7.86,10,-17.1
2.2,18.4,-15.3
8.24,25.2,-12.4
13.3,32.5,-8.65
14.9,39.4,-2.81
9.83,42.8,5.04
-0.423,43.4,12.4
-3.53,42.7,18.2
15.4,37.6,22.5
21.9,33,25.8
-32.4,41,27.2
-82.4,48.2,20.2
-49.4,32.5,5.92
5.08,11.6,-5.28
11.8,6.27,-11.5
8.83,7.26,-15
21.4,5.12,-16.6
24.2,0.879,-18.7
10.7,0.862,-21.8
-6.51,3.65,-24.6
-9.78,3.2,-24.9
-9.66,4.24,-23.1
-16.6,10.9,-21.7
0.598,17,-19.9
28.3,15.1,-17.2
21.6,11,-11.2
-1.19,9.9,-0.74
-2.19,8.29,9.04
2.61,6.75,15.3
-18.7,7.35,18
-33.5,9.14,20
-5.46,9.09,22.4
29.9,10.1,19.7
38.1,15.2,14.9
29.8,21.4,14.8
32.4,24.5,15.6
37.4,23.9,15
25.5,21.5,16
16.7,15.1,17.2
17.3,3.94,17.1
16.7,-7.03,12.4
8.95,-14.8,3.93
-6.82,-20.9,-2.04
-19.8,-26.1,-8.21
-23.7,-29,-17.4
-15.4,-29.5,-25.4
-6.51,-26.5,-30.4
-10.3,-21.5,-33.2
-15.9,-17.8,-33.5
-14.6,-13.6,-31.5
-5.36,-8.34,-28.7
1.81,-4.67,-26.3
-6.23,-3.98,-25.3
-20.5,-5.09,-25.3
-21.8,-6.25,-25.6
-10.1,-7.56,-26.6
-1.37,-7.9,-27.4
6.07,-7.6,-26.7
19.1,-8.68,-24.1
25.8,-8.95,-20.6
14.8,-4.4,-16.7
3.46,7.51,-9.96
9.33,23.1,-0.195
7.32,35.7,9.47
-11.9,45.1,16.8
-19.1,53.4,23.4
-6.77,59.3,28.8
8.33,62.4,29.2
10.6,63.2,25.4
-2.76,59,19.5
-14.3,49.3,12.6
-9.77,39.4,6.23
5.55,33.8,-0.67
16.7,29.7,-8.51
6.98,25.1,-14.8
-15.3,22,-20.3
-20.2,18.6,-25.7
-3.51,14.5,-28.6
6.67,13.6,-26
-5.42,15.6,-16.7
-18.8,14.7,-2.11
-17.7,7.69,11.9
-15.3,2.5,17.3
-20.6,6.26,13.8
-22.3,13.6,7.15
-9.52,17.5,-0.818
2.01,17.9,-9.2
-4.89,17.7,-13.2
-15.4,17.7,-11.8
-12.3,17.4,-9.38
0.423,17.4,-8.1
12,17.7,-5.33
16.1,19.6,-1.06
14.8,22.5,0.477
13.4,24.6,-1.53
12.7,27.2,-5.31
13.4,29.9,-5.98
14.9,31.5,-2.78
9.81,33.1,0.97
-5.51,32.8,7.09
-20.9,28.5,11.3
-24.7,22.3,14.1
-21.5,15.4,19.1
-14.5,6.59,20.6
-0.82,-3.7,20
7.62,-13.4,17.5
4.55,-23.6,8.45
2.11,-32.9,-5.04
7.92,-39,-16.8
14,-43.5,-25
10.6,-44,-30.5
-0.276,-40.5,-32.7
-12.4,-35.8,-32.3
-21.4,-27.4,-29.6
-23.4,-18,-24.9
-18.7,-9.19,-18.9
-10.7,0.0959,-14.2
0.0606,8.84,-12.5
7.75,15.9,-10.7
6.62,21.8,-10.1
4,26.4,-11.5
5.46,27.9,-9.6
6.29,29.4,-4.4
-3.08,31.5,-0.943
-16,31.7,1.17
-14.9,30.6,6.74
-2.49,29.8,13
8.05,29.3,17.5
10.4,26.5,22.4
0.332,19.8,25.7
-22.3,8.89,24.5
-36,-6.36,19
-26.5,-20.1,11.1
-16.6,-25.7,1.65
-17.6,-24.6,-7
-20.3,-21.2,-9.66
-22,-14.7,-7.58
-22.7,-6.23,-3.63
-20.6,-2.04,1.66
-14.1,-4.76,7.8
-12.8,-13,13.6
-18.8,-22.2,15.5
-14.9,-28.9,14.4
-0.236,-34.7,15.8
0.567,-40.4,18.5
-16.8,-46.2,16.7
-23,-50.8,13
-10.4,-51.5,11.9
0.887,-47.7,8.33
2.16,-38.8,0.991
-0.719,-28.2,-5.62
2.71,-18.8,-11
10.6,-9.71,-13.7
10.8,-0.501,-13.4
7.05,10.3,-9.96
5.25,20.5,-0.712
5.4,27.4,11.1
11.2,31.8,18.1
14.8,31.4,18.3
8.89,25.1,12.3
2.31,15.8,6.37
7.78,6.2,4.05
21.1,-6.39,-1.99
21,-20,-8.12
7.64,-23,-7.32
1.69,-16.8,-4.02
8.34,-16.4,0.102
18.1,-21.2,3.48
21.2,-21.8,7.11
17.5,-22.3,10.7
6.07,-22.7,11.1
-7.56,-18,10.7
-7.44,-13.8,9.46
-5.81,-10.4,9.95
-8.95,-8.81,12.3
1.96,-15.6,11.3
9.59,-25.1,9.3
-7.28,-27.2,5.68
-11.2,-27.1,2
19.4,-32.7,2.05
35.1,-35.6,4.59
14.6,-30.7,9.42
1.01,-24.4,15.8
17.2,-19.1,21.2
26.6,-13.4,19.9
10,-6.55,9.31
5.02,-4.45,-0.844
4.89,-7.04,-4.36
-12.6,-5.39,-5.7
-21.8,-1.13,-4.5
-12.8,1.13,0.47
3.14,3.1,7.89
17.4,3.39,14.9
14.9,0.384,16.5
-2.99,-3.35,12.3
-5.68,-9.71,6.77
10.2,-18.6,3.68
8.37,-19.2,2.15
-6.52,-12.9,-1.07
9.42,-17.4,-3.34
30.8,-26.3,-0.988
10.9,-24.6,-2.04
-6.29,-21.9,-6.48
11.4,-23.7,-3.45
26,-23.4,-0.601
18,-17.7,0.962
9.64,-10.1,5.24
15.8,-8.78,5.23
22.4,-10.4,6.26
17.3,-9.09,8.99
10.5,-7.68,12.6
14.3,-10.5,19
12.6,-13.4,22.9
2.64,-12,25.5
1.13,-12.1,25.6
0.35,-10.2,22.9
1.04,-2.59,19.2
4.93,6.42,14.7
-1.66,14.9,9.72
-19.1,20.6,4.59
-31,25.6,2.48
-23.5,30.7,2.41
-8.71,34.2,1.81
-5.69,36,-2.52
-12.2,34.9,-10
-14.2,30.3,-15.8
-6.13,24.3,-18
8.3,18.8,-16.8
23.8,12.8,-13.4
28.4,3.65,-9.29
9.73,-6.56,-8.18
-14.1,-14.1,-9.26
-15.8,-19.3,-9.3
-3.46,-21.2,-11.6
3.1,-16.9,-14.7
1.25,-9.82,-16.4
-3.98,-5.22,-19.7
-6.78,-2.41,-23.9
-7.09,0.223,-26.8
-10.6,1.21,-28.6
-16.9,-0.6,-30.5
-14,-4.36,-30.3
1.27,-9.48,-24.6
7.25,-13.6,-14.9
-2.03,-14.5,-3.16
-5.41,-15.2,8.99
-2.17,-15.4,15.3
-2.15,-11.1,14.6
4.34,-3.14,12
21.7,3.62,8.07
29,7.97,2.6
17.6,11.2,-2.81
10.5,10.8,-4.85
12.1,5.87,-1.95
3.14,3.81,2.02
-14.6,11.8,6.59
-14.9,21.9,11.9
9.03,21.8,14.8
20.4,17.1,13.8
3.93,13.7,9.42
-5.13,3.18,1.1
-3.26,-8.69,-10.9
-9.52,-13.2,-17.4
-14.6,-16.1,-14.1
-10.2,-18.8,-8.99
-4.38,-21.2,-1.7
-8.29,-21.2,5.47
-13.8,-16.7,8.95
-11.6,-10.7,11.7
-6.11,-3.19,8.24
2.9,4.07,0.219
8.7,9.73,-8.68
4.85,12.2,-18.2
-2.99,9.66,-19.1
-10.6,4.91,-12.1
-12.8,2.34,-2.34
-3.62,0.863,9.36
6.2,-2.95,15.7
15.5,-5.59,13.6
30.9,-5.84,9.69
33.3,-4.58,5.64
17.2,1.88,0.996
8.19,11.7,0.0217
15.4,19.3,1.83
17.4,24.5,2.9
12.8,27.1,4.17
15.6,27.5,2.47
19,27.5,-3.99
12.9,27.1,-11.7
3.89,26,-18.3
9.52,22.5,-19.9
24,17,-17.7
25.3,14,-14.3
14.5,13.8,-8.37
7.16,11.9,-1.75
4.06,9.21,2.01
-0.79,11.5,2.12
0.205,15.6,1.55
1.89,17,0.242
-2.32,16.8,-4.3
2.14,15.2,-9.75
15.9,12.6,-13.4
23,10.5,-15.6
18.9,8.52,-16.6
12.8,3.81,-15.3
11.6,-2.83,-9.87
13,-7.55,-1.1
8.27,-9.66,4.46
-0.187,-11.1,3.05
1.16,-14.3,-1.44
9.37,-17.1,-5.57
8.46,-18.5,-11.1
-8.95,-19.9,-18.4
-25.7,-20.9,-23.5
-24.2,-22.1,-25.7
-13.2,-20.7,-27.1
0.976,-15.8,-27.3
14.8,-11.9,-26.3
14.1,-10.3,-25.7
2.28,-8.38,-25.1
-6.27,-6.01,-22.4
-9.24,-3.12,-18.1
-1.6,1.8,-11.8
13.4,8.11,-4.49
15.4,13.3,-1.6
0.621,14.8,-4.79
-9.66,11.7,-10.7
-4.36,9.34,-15.9
5.71,10.5,-18
7.71,7.92,-19.4
-1.49,-1.03,-21.8
-11.1,-10.5,-21.4
-10.8,-17.6,-19.5
-8.51,-21.4,-20.7
-11.4,-21.8,-24.3
-15,-19.9,-27.4
-15.5,-13.5,-28.4
-11,-3.03,-27.3
-6.67,4.12,-25.1
-7.55,6.75,-23.5
-13.2,7.05,-22
-21.1,5.01,-20
-17.1,-0.208,-17
-5.08,-7.82,-11.5
-4.66,-14.2,-7.9
-9.31,-19,-7.65
-6.07,-23.1,-6.86
9.46,-25,-7.26
28.4,-23.5,-7.35
28.9,-21.8,-5.1
12.3,-22.5,-2.57
0.508,-22.5,-0.892
1.85,-19.7,-0.885
2.76,-14.3,-3.64
-8.99,-7.82,-9.33
-25.7,-4.22,-14.2
-33.1,-1.45,-16.8
-23.9,1.56,-18
-13.2,-2.73,-18.1
-12.1,-13.7,-19.3
-2.19,-21.9,-21.2
10.8,-25.2,-24.3
4.24,-27.4,-28.9
-4.79,-29.1,-34.2
-0.304,-28.3,-39.4
1.36,-20.9,-42.8
-1.62,-3.36,-39.2
-3.04,15.7,-27.4
-15.1,25.2,-14.9
-33.2,29.3,-6.4
-34.9,33.8,1.35
-15.2,34,10.9
2.44,27,18.2
-1.67,15.5,21.1
-9.39,4.36,21
-1.81,-1.9,18.5
7.59,-3.53,13.5
11.8,-3.57,4.1
18.9,-2.22,-7.13
20.9,-1.66,-11.7
12.5,-5.31,-8.85
0.515,-11,-4.34
-7.58,-16.6,-0.352
-6.16,-20.3,2.57
0.643,-21.3,1.71
9.36,-22.1,-2.15
9.91,-22.1,-7.84
2.98,-20.4,-15.1
5.44,-18.7,-20.5
12,-19.4,-23.5
14.3,-23.7,-24.7
14.9,-29.4,-23.8
16.8,-34.5,-22.2
20,-37.7,-19.5
18.6,-37.4,-16.9
15.8,-34.7,-13.8
12.4,-30.9,-9.57
5,-25.8,-5.58
-1.5,-22.4,-0.568
-2.21,-21.4,3.57
0.23,-20.5,6.85
0.787,-16.8,10.8
3.07,-7.82,15.6
7.1,3.27,20.3
9.62,12.5,22.2
13.8,18.2,22.8
21.6,19.5,23.4
28.3,16.7,23.1
24.9,11.2,22.1
9.51,7.46,22.3
-5.58,5.47,24.5
0.46,-3.73,23.1
13.2,-14.7,15.4
2.82,-14.2,7.56
1.12,-12.6,3.44
17.7,-16,-0.4
9.28,-14.4,-3.26
-5.66,-10.1,-1.76
-0.0365,-5.94,2.23
4.2,-2.43,5.45
1.12,-0.27,6.97
-4.01,3.75,9.49
-10.4,8.08,13.4
-7.48,10.7,15.3
4.72,10.3,17.5
9.61,8.08,20.3
2.16,4.35,20.2
-9.27,-1.51,19.4
-9.96,-7.26,17.2
4.43,-13.2,9.61
11.8,-17.2,-1.87
1.39,-16.7,-11.2
-3.19,-12.8,-13.1
15.4,-7.78,-7.81
30.6,-2.08,-0.191
12.7,3.41,7.41
-17.8,6.6,15.8
-29,7.59,24.3
-25.5,8.75,30.3
-24.9,11.5,33
-25.4,13.3,33.7
-13.6,11.9,34.8
2.44,10.2,33.9
-0.684,12.1,26.6
-15.4,17.8,14.7
-7.98,19.5,6.07
14.3,13.1,5.97
15.9,7.28,8.12
6.67,2.54,7.83
11.5,-5.21,8.82
17.9,-10.5,9.37
9.49,-7.5,8.3
1.83,0.632,9.21
8.06,7.05,8.92
5.44,13.8,5.01
-13.5,21.9,1.47
-23.9,26.5,0.333
-17.7,26.5,2.13
-12.6,22.3,6.33
-15.3,14.7,10.3
-14.2,3.44,11.7
-12.7,-7.04,10.1
-15.5,-10.7,6.2
-16.3,-10.8,0.904
-18.3,-8.84,-4.78
-17.5,-1,-9
-6.05,11.3,-8.56
1.3,22.5,-4.11
-5.62,28.3,0.914
-20.4,28.9,7.19
-27.4,28.5,15.3
-11.9,27,22.2
10.3,23.7,25.7
16.3,20.4,26.8
8.24,15.9,27.8
-2.96,9.94,28.4
-8.55,4.94,27.5
-11.2,3.82,24.9
-16.6,5.51,20.6
-22.8,6.21,16.9
-28.2,6.22,16.7
-26.3,6.74,17.2
-14.6,7.78,17.3
-8.54,9.23,18.4
-22.5,12,20.5
-40.7,16.4,24
-37.9,19.9,26.8
-22.4,22.3,27.1
-16.7,26.6,24.7
-16.7,31.1,20.4
-11.3,32.2,17.8
-7.73,32.4,17
-8.34,35.7,16
-1.58,38.4,15.8
6.3,37.4,15.6
4.29,37.4,14.2
10.3,37.8,13.7
21.8,33.4,14.2
10.1,29,11.9
-14.5,26,8.47
-19.6,20,7.82
-5.13,12.4,9.67
3.14,7.53,11.1
1.34,5.94,9.2
1.66,6.03,5.68
2.69,8.61,1.18
-0.125,13.4,-5.84
-7.01,17.8,-12.1
-8.92,20.8,-15.1
-1.62,22.7,-14
0.166,23,-10.3
-7.36,21,-7.29
-10.6,18.4,-4.46
-2.92,17.3,-1.93
4.37,17.2,-1.58
3.67,16,-2.38
5.42,12.5,0.462
6.88,7.41,8.31
1.87,3.24,16.2
0.487,1.48,22.2
6.2,1.69,24.6
12,4.77,22.5
10.1,10.3,18.3
2.33,15.9,12.4
-3.86,20.4,7.07
-6.8,22.9,2.92
-2.86,24.1,-1.28
7.39,24.5,-2.66
12.3,23.1,-1.44
7.43,21.6,0.658
3.21,20.4,6.99
6.14,17.5,15.9
12.4,14.6,21.8
16.2,12.8,24.5
17.7,10.7,25.4
21.1,7.97,26.1
20.5,3.87,25.2
9.94,-0.184,21.6
-1.56,-0.895,19.3
-3.39,2.4,18.7
0.458,6.64,17.3
-0.0185,7.51,15.1
-2.96,4.76,12.8
-5.7,0.98,10.8
-9.81,-2.5,7.51
-8.71,-4.24,3.5
-8.6,-5.63,1.94
-20.6,-9.63,1.27
-33,-12.8,1.28
-33.2,-12.2,3.81
-22.4,-8.54,8.28
-13.6,-1.01,14
-15.4,7.12,18.1
-16.7,13.4,21.7
-16.1,18.7,26.5
-22.2,21.9,28.5
-27.5,24.1,28.9
-21.4,24.7,28.7
-10.7,23.9,25.4
-13,25.5,21.3
-23.7,28.1,18.3
-21.5,28,17.5
-11.4,26.3,18.8
-11.2,24.8,19.8
-12.3,20.6,20.6
-5.4,10.1,22.3
-1.7,-2.01,21.4
-11.3,-9.31,17.7
-24.8,-12.1,15.4
-22.8,-13.9,15.5
-12.7,-14.6,15.7
-8.92,-11,13.5
-9.01,-5.62,12.1
-16.4,-1.74,11.8
-25,2.56,11.8
-22,7.06,15.2
-13.8,11.6,17.7
-14,17.2,15.6
-23.8,22.3,9.5
-21.6,24.4,3.21
-9.55,25.5,0.704
-6.79,29,-0.368
-0.952,30.3,2.05
14.2,24.2,9.5
20.4,14.7,15.7
14.7,8.06,19.6
16.9,1.6,23.7
19.8,-6.5,25.7
3.2,-11.1,23.2
-8.89,-11.5,18.7
-1.57,-10.4,14.8
2.19,-6.02,9.95
-4.95,2.68,4.85
-5.93,9.44,1.6
2.24,8.3,-0.0936
-1.68,2.34,1.45
-17.8,-3.71,5.99
-17.9,-9.7,10.9
-3.66,-16.7,14.9
-1.12,-20.9,14.5
-0.553,-21.8,10.6
17.9,-25.4,5.88
29.3,-28.3,-0.369
11.8,-26.1,-5.15
-8.82,-24.7,-6.46
-6.05,-27.1,-7.92
9.06,-29.9,-11.1
16.5,-30.4,-14.6
22.8,-32.3,-17.7
30.3,-37.4,-20
23.3,-41,-20.4
8.51,-41.2,-18.5
4.36,-41.4,-13.6
9.93,-40.9,-7.69
14.5,-36.1,-3.22
10.2,-27,2.09
-0.643,-14.8,6.78
-4.5,-1.17,7.94
4.33,10.9,7.82
16.5,18.7,9.06
19.6,22.3,12.8
16.9,21.3,16.3
24.7,12.9,18.2
36.5,3.56,20.7
24.5,5.16,22.7
1.65,8.73,20.8
6.82,-1.41,13.6
15.9,-11.3,4.88
1.91,-9.74,-3.59
-2.34,-8.72,-9.07
10.2,-8.37,-7.9
17.4,-6.9,-5.2
13.3,-4.61,-0.332
2.03,-1.36,4.21
-3.86,-5.39,2.05
-2.94,-11.7,-4.38
-8.16,-11.9,-13.3
-9.19,-8.59,-18
8.56,-9.16,-20.5
19.9,-14.9,-25.1
6.8,-19.5,-26.2
-13,-22.1,-26.6
-9.18,-23.9,-25.6
16.2,-25.4,-21.1
13.2,-23.9,-16.7
-14.4,-18.6,-15.5
-14.3,-13.7,-14.8
4.2,-9.7,-10.7
3.27,-4.38,-6.89
-4.22,0.339,-2.23
1.42,-1.57,4.52
2.22,-7.37,8.69
-4.42,-10.7,11.4
-0.547,-14.3,12.7
3.7,-21,11.3
-9.93,-25.5,5.26
-24.2,-24.7,-5.71
-17,-22.9,-15.8
-3.31,-20,-23.6
0.184,-14.2,-29.5
0.286,-7.69,-32.5
4.09,-2.87,-34.2
6.96,0.191,-35.2
4.52,-0.0509,-37.2
0.513,-4.89,-38.3
-1.63,-10.6,-36.6
1.99,-15.7,-34.7
7.62,-19.5,-34.9
7.02,-20.4,-36.1
3.66,-20.3,-37.2
3.11,-19.3,-38.2
7.36,-18.2,-38
10.1,-18.1,-36.1
3.66,-17.8,-34
-1.53,-18.2,-32.6
4.08,-20.2,-32.3
12.1,-21.9,-33.8
15.5,-22.1,-36.4
12.3,-21.7,-39
9.18,-21.4,-42.1
15.4,-21,-44.9
18.7,-21.2,-47.3
9.76,-22.3,-49.8
-0.368,-24.7,-50.9
-2.29,-28.5,-51.2
-0.127,-32,-50
-0.16,-34.4,-46.1
3.54,-35.6,-39.9
13,-35.2,-31.6
20.2,-32,-23.1
21.4,-26,-15.7
17.9,-20,-11.1
12.5,-15.7,-10.3
7.08,-12.4,-11.8
2.66,-10.5,-15.4
-0.749,-10.6,-18.7
-1.62,-11,-21.1
4.22,-10.6,-23.5
9.33,-10.4,-25.7
6.8,-11.2,-29.4
3.91,-12.6,-32.8
5.63,-13.6,-34.9
6.51,-13.4,-37.7
-1.39,-11.5,-39.9
-5.63,-8.2,-40.8
7.2,-5.92,-40.6
14.4,-4.46,-39.9
3.24,-1.92,-37.2
-3.38,-0.442,-32.1
5.37,-0.164,-28.3
14.6,2.55,-27.5
9.23,7.36,-28.6
-6.8,11.1,-31.3
-14.5,13.7,-33.9
-8.11,16.8,-34.6
0.326,21.2,-34.1
0.574,25.6,-32.4
-4.88,28,-29.3
-2.12,28.9,-24.2
7.08,28.1,-16.9
5.55,25.6,-9.17
-2.33,20.5,-2.5
-1.04,12.1,1.69
6.03,3.75,2.71
6.5,-1.64,1.75
1.92,-4.65,1.05
2.78,-7.98,2.23
12.8,-11.8,5.01
23.5,-14.2,7.7
22.2,-15.7,8.66
13.5,-18.6,7.45
11.4,-23.7,4.31
8.03,-28.9,-0.582
-5.38,-32.2,-6.89
-8.5,-34.5,-12.8
6.26,-37.3,-17
13.1,-38.9,-21.1
1.58,-38.4,-24.3
-6.5,-38.4,-25
1.32,-38,-23.8
9.47,-32.2,-22.1
9.81,-21.5,-18.9
14.5,-11,-13.4
25.5,-5.59,-7.75
31.5,-4.61,-5.21
29.9,-4.31,-5.55
26.9,-5.08,-4.98
23.2,-8.68,-3.86
14.5,-12.8,-4.55
9.01,-14.7,-5.31
15.1,-13.4,-5.39
22.7,-9.1,-5.32
17.7,-3.28,-6.21
6.74,1.5,-6.77
-0.849,5.27,-3.94
-17.4,12.8,-0.118
-32,22.2,2.65
-22.1,25.6,4.83
-14.4,24.4,4.9
-24.8,24.2,3.79
-21.9,22.5,4.16
-2.21,16.1,4.98
2.92,7.5,4.7
-9.35,-0.827,3.4
-12.6,-9.01,2.39
3.04,-16.7,2.92
22.9,-22.1,3.04
28.4,-24.7,2.26
16.2,-24.8,2.29
11.7,-24.1,3.79
28.6,-23,5.44
37.8,-19.7,5.71
23.8,-14.6,7.21
12.4,-10.9,11.1
13.3,-8.97,13.9
13.1,-3.94,14.7
14,3.68,16
19.3,8.71,18
19.4,10.7,19
14.4,12.5,18.8
18.5,14.8,17.5
28.5,15.8,13.7
27,16.2,6.32
15.6,17.3,-1.26
10.6,18.8,-4.88
12,20.6,-5.1
5.5,23.5,-3.47
-5.57,28.1,0.131
-10.9,30.9,5.65
-15.3,29.5,9.47
-20.6,26.9,9.68
-21.2,24.4,9
-16,21.2,9.09
-10.3,18,9.07
-9,15.2,7.54
-9.41,12.9,6.28
-5.95,11.5,7.54
0.465,10.6,10
2.45,9.34,12.4
-2.01,7.36,14.5
-8.79,3.98,16.5
-16.4,-1.52,18
-19.1,-9.16,18.6
-11.6,-16.8,18.6
-6.05,-21.7,17.7
-14.6,-23.4,16.3
-24.3,-22.4,16.8
-21.1,-19,18.3
-11.3,-14.7,19.2
-5.48,-11.2,21.1
-9.26,-9.61,24.9
-21.8,-9,27.9
-30.5,-6.5,29.5
-30,-1.73,31
-32.3,4.92,28.3
-35.3,14.2,20.1
-28.1,23.4,10.7
-17.8,29.9,1.73
-16.1,34.1,-3.33
-20.4,36.4,-4.66
-21.4,37.5,-6.73
-17.6,38.9,-8.8
-10.2,42.4,-11.1
-3.47,45.5,-14.9
-5,46.6,-17.9
-9.87,46.2,-18.5
-7.95,45.1,-15.5
-4.02,42.9,-10.4
-9.41,38.1,-5.84
-19.3,29.5,-0.681
-23.7,17.1,6.78
-25.2,4.15,13.7
-18.6,-7.12,18.7
-0.795,-15,23.2
10.2,-19.5,26.5
7.27,-22.1,28.8
1.3,-22,32
-5.29,-20.4,34.7
-14.9,-17.6,34.8
-14.2,-13.8,32.5
3.89,-10.9,28.1
16.9,-8.48,22
9.98,-7.61,15.5
-0.0886,-10.1,12.3
2.57,-14,14.3
8,-17.8,16.6
2.72,-21.1,14.5
-3.67,-23.3,11.7
-1.89,-23.4,9.53
-1.74,-19.3,4.26
-7.37,-10.1,-1.01
-15.1,0.00282,-2.85
-25.6,9.12,-1.6
-31.3,19.1,2.18
-24.3,27.9,5.02
-14.1,31.7,7.48
-9.14,29.3,9.4
-5.88,23.1,7.97
-6.1,19.8,5.92
-21,25.4,4.8
-33.9,31.6,3.55
-16.1,29,4.19
1.02,27,9.59
-5,29,15
0.743,27.6,19.3
7.27,25.3,25.3
-1.87,24.6,28.2
1.77,23.1,31.6
5.97,18.5,35.6
-0.968,15.2,34.5
-3.84,16.7,32.7
-11.1,21.8,28.3
-9.65,28.5,20.6
6.11,29.4,12.7
9.27,26.2,6.98
-0.297,21.3,5.83
-10.3,13.6,6.47
-9.92,6.25,9.24
-0.59,0.888,11.8
2.54,-1.3,11.5
-3.03,-2.21,11.4
-6.41,-2.64,14
2.91,-2.71,19.3
7.69,-2.08,24.4
-0.811,-1.29,28.2
-0.762,-2.4,32.2
9.49,-4.03,36.2
14.9,-4.05,37
13,-1.27,34.8
5.65,1.77,31.4
1.37,3.39,27.2
13,1.68,25.4
20.1,-5.7,24.8
-1.26,-13.8,19.8
-25.4,-20.4,14
-23.4,-27.6,11.3
-10.1,-31.6,8.77
-5.59,-30.9,6.93
-3.67,-31,6.92
-6.69,-33.3,7.55
-18.8,-31.6,9.25
-18.5,-24.8,12
-2.21,-19.4,16
6.08,-17.1,20.2
-0.449,-16.3,21.8
-5.68,-17.6,22.5
-3.97,-18.6,24.2
-4.24,-16.6,25.1
-7.71,-10.5,24.6
-6.1,0.339,22.3
1.24,11,18.2
1.32,17.2,12
-11.1,21,4.55
-23.6,23.9,-0.892
-25.9,25,-3.17
-19.7,23.5,-2.89
-12.7,22.2,-0.733
-8.33,20.8,3.07
-8.26,17.9,6.35
-14.5,16.4,6.8
-17.6,16.9,6.86
-11.8,17.4,8.2
-2.71,17.1,9.48
4.19,14.5,11.3
2.37,10.1,14
-4.9,6.6,17
-4.62,4.48,20
3.22,2.15,21.8
6.95,1.39,21.9
7.35,2.38,21.4
11.5,0.643,20.6
10.9,-2.23,17.8
2.14,-2.19,14
-0.695,-1.48,12
8.8,-4.41,10.8
14,-11.2,7.81
2.58,-17.3,3.65
-6,-20.7,1.88
1.77,-23.1,2.44
11.3,-22.3,1.97
12,-17.7,0.717
8.67,-12.1,-0.197
9.3,-5.72,-2.14
10.8,3.27,-4.79
7.45,12.9,-6.95
8.46,18.5,-6.84
18.4,19.8,-3.86
23,19.3,-0.134
15.6,18.2,3.21
7.68,15.9,3.34
6.85,12.1,-1.6
14,9.94,-8.48
25.3,9.88,-14.2
29.6,10.5,-17.7
24,13.4,-21.1
